items,feedback,admirers,open_date.year,open_date.month,open_date.day-of-month,open_date.day-of-week,sales
16,5,16,2010,11,23,2,8
0,21,36,2012,10,26,5,25
510,1531,1367,2008,12,1,1,1922
13,0,0,2013,5,23,4,0
21,16,5,2012,11,30,5,5
237,41,136,2012,12,6,4,66
102,1998,931,2008,1,13,7,1312
27,9,5,2013,3,1,5,28
0,0,1,2013,4,11,4,1
37,295,391,2011,5,27,5,695
16,59,152,2009,5,3,7,86
14,5,15,2013,5,5,7,12
17,1,7,2012,9,22,6,3
10,30,63,2012,3,3,6,116
20,7,19,2012,11,27,2,31
185,1397,1231,2009,7,13,1,866
14,29,3,2012,10,19,5,2
401,10141,15928,2007,10,7,7,18237
613,303,328,2010,2,18,4,323
18,4,5,2012,11,26,1,10
133,326,435,2011,12,2,5,688
50,23,118,2013,2,1,5,130
28,29,56,2011,1,11,2,62
0,4,2,2012,9,30,7,0
30,36,49,2012,5,3,4,69
11,0,3,2013,3,10,7,7
78,69,24,2012,12,23,7,36
29,9,38,2013,3,19,2,11
132,248,591,2009,12,20,7,316
180,185,204,2011,6,12,7,464
28,35,19,2011,11,23,3,62
34,13,18,2012,2,26,7,16
29,41,51,2012,7,26,4,113
14,10,5,2013,5,15,3,2
40,7,13,2013,4,4,4,20
37,7,21,2011,11,15,2,18
0,1,0,2013,6,20,4,0
168,5680,2604,2009,12,8,2,9892
177,320,451,2012,1,11,3,582
38,70,88,2012,1,16,1,165
22,6,16,2013,1,14,1,36
7,7,12,2012,10,12,5,2
17,12,14,2012,3,16,5,13
34,17,102,2012,7,4,3,50
0,4,6,2012,7,12,4,36
54,159,158,2010,5,25,2,386
20,57,91,2012,5,29,2,146
17,102,24,2013,6,4,2,12
27,167,183,2009,10,3,6,469
0,9,10,2012,11,25,7,12
26,15,55,2012,9,25,2,91
35,6,17,2012,1,19,4,18
69,4808,5204,2009,11,5,4,7727
56,132,23,2012,12,7,5,44
26,1,9,2013,1,29,2,6
6,17,6,2013,3,15,5,1
8,13,29,2011,12,20,2,37
214,339,372,2012,2,17,5,1486
0,0,0,2013,6,20,4,0
111,38,64,2012,12,29,6,97
208,641,625,2008,6,5,4,808
148,19,69,2013,2,26,2,54
255,3958,2868,2007,6,23,6,5887
52,783,719,2008,5,30,5,1229
11,1,1,2013,5,9,4,2
181,1812,1484,2009,12,17,4,3315
52,7,24,2012,1,29,7,31
72,838,690,2011,11,15,2,1888
109,490,718,2009,6,8,1,746
10,3,10,2012,9,13,4,12
54,391,461,2010,4,30,5,785
51,36,86,2012,7,22,7,73
94,337,370,2007,11,13,2,524
187,103,82,2012,12,1,6,213
33,89,192,2009,10,3,6,170
19,28,36,2013,2,22,5,76
11,7,80,2010,8,9,1,14
83,3,25,2013,1,24,4,6
17,4,11,2013,2,9,6,32
25,314,392,2010,3,17,3,790
51,19,56,2010,5,5,3,21
97,143,191,2011,2,22,2,531
120,132,94,2011,11,16,3,153
44,45,42,2011,9,14,3,35
28,23,62,2011,10,22,6,60
33,41,139,2009,8,11,2,28
53,187,141,2010,3,6,6,220
17,58,191,2011,5,15,7,94
0,4,15,2012,11,15,4,8
30,130,240,2012,2,19,7,118
33,6,11,2013,2,6,3,24
26,2,2,2013,3,5,2,5
0,73,67,2012,11,7,3,84
22,3,8,2009,1,2,5,7
5,0,1,2013,2,27,3,0
77,1007,940,2010,7,6,2,1866
16,13,10,2012,10,19,5,0
79,128,158,2011,9,8,4,125
0,0,0,2013,2,21,4,0
0,11,18,2012,12,16,7,26
0,0,0,2013,2,21,4,0
44,156,130,2010,1,24,7,248
23,22,58,2010,1,29,5,22
15,9,9,2012,10,26,5,43
30,1,12,2012,10,9,2,4
261,196,231,2012,3,20,2,500
4,4,8,2009,2,16,1,3
3,238,481,2007,7,24,2,286
21,237,294,2011,1,24,1,505
0,2,0,2012,3,19,1,2
0,0,6,2011,10,21,5,2
0,0,1,2013,4,15,1,1
54,43,415,2011,8,17,3,44
71,11,9,2012,12,19,3,6
32,35,303,2011,2,2,3,61
0,2,71,2011,7,14,4,13
1,0,1,2013,1,1,2,0
0,7,364,2011,12,1,4,21
12,9,7,2013,4,12,5,4
17,751,1725,2008,3,23,7,1366
96,322,2327,2010,5,7,5,808
50,307,1356,2009,5,4,1,503
0,3,2,2012,11,10,6,3
66,670,6838,2010,3,2,2,1985
19,5,19,2012,9,18,2,14
27,4,8,2013,5,6,1,5
46,139,838,2011,8,13,6,234
19,7,26,2012,8,23,4,13
98,27,381,2012,8,26,7,41
103,453,534,2010,1,27,3,757
40,0,1,2013,6,17,1,0
51,201,187,2010,9,4,6,357
0,55,164,2011,6,10,5,175
17,1,4,2013,5,18,6,1
0,861,14114,2008,6,24,2,1491
0,365,338,2008,4,23,3,250
21,11,27,2009,11,7,6,19
70,18,134,2012,1,1,7,20
70,58,121,2011,5,11,3,275
8,10,33,2010,7,7,3,21
122,650,2783,2008,10,19,7,1079
12,7,31,2011,5,12,4,8
33,868,4928,2008,3,15,6,1290
56,180,393,2007,3,31,6,182
11,1,2,2013,6,17,1,0
12,7,122,2011,6,11,6,18
55,2997,4462,2005,10,29,6,3888
42,27,457,2010,10,5,2,56
279,334,1533,2010,11,8,1,339
2,132,340,2011,12,1,4,276
32,66,77,2010,8,9,1,12
44,241,1060,2007,7,1,7,264
90,117,496,2009,1,1,4,309
0,32,178,2008,2,6,3,46
134,367,398,2010,8,31,2,167
37,964,1052,2011,10,7,5,1137
49,173,2604,2011,3,20,7,331
59,748,1959,2010,6,20,7,1043
3,40,56,2011,9,5,1,5
27,1,4,2013,2,8,5,7
51,44,79,2010,6,7,1,61
16,13,18,2011,5,19,4,6
72,378,4258,2008,4,28,1,614
13,3,72,2008,9,27,6,5
30,69,95,2012,4,22,7,138
50,22,566,2011,5,12,4,37
10,17,115,2011,6,9,4,18
6,4,12,2012,6,22,5,7
12,326,1640,2007,9,23,7,396
97,532,1286,2010,1,25,1,385
20,277,149,2007,11,9,5,55
55,16,243,2009,10,2,5,76
53,13,49,2010,7,3,6,48
16,26,195,2010,9,10,5,60
14,7,111,2011,11,21,1,17
22,107,1941,2008,7,14,1,155
16,544,1387,2007,9,3,1,728
59,224,1183,2006,9,6,3,337
17,90,132,2009,4,22,3,60
29,73,346,2009,11,7,6,19
73,17,22,2012,8,3,5,28
21,1,11,2012,1,23,1,4
25,39,27,2011,9,26,1,5
18,25,12,2011,1,31,1,35
32,270,1629,2007,6,19,2,563
47,123,346,2009,11,17,2,162
16,0,1,2012,5,18,5,0
22,15,135,2011,7,11,1,27
26,25,27,2012,9,3,1,34
0,142,364,2012,6,25,1,398
0,0,0,2013,6,19,3,0
0,31,998,2011,2,1,2,76
7,2,21,2009,8,18,2,1
23,4,23,2010,11,21,7,3
27,4,10,2011,6,29,3,5
10,5,36,2013,1,2,3,28
49,58,192,2010,11,3,3,175
15,0,5,2012,6,18,1,1
0,13,30,2012,4,14,6,4
8,1,22,2012,3,22,4,6
0,0,2,2012,1,25,3,1
0,0,0,2013,2,8,5,0
69,300,756,2010,9,2,4,694
0,190,413,2009,11,30,1,395
27,191,132,2009,8,22,6,369
31,7,22,2013,2,6,3,15
6,3,13,2012,9,4,2,10
51,49,180,2009,3,25,3,124
98,69,69,2010,3,25,4,109
12,18,432,2010,6,1,2,19
47,426,3551,2007,5,12,6,523
22,86,214,2010,9,7,2,182
52,33,106,2012,1,10,2,39
0,0,1,2013,6,10,1,0
60,23,78,2011,1,27,4,111
0,1,0,2013,2,7,4,0
0,0,0,2012,7,14,6,5
34,1441,21773,2009,4,30,4,2879
18,7,5,2013,4,29,1,3
0,31,54,2010,6,26,6,113
14,37,307,2006,8,23,3,48
80,71,206,2011,8,3,3,293
3,0,0,2013,6,18,2,0
13,325,1940,2009,9,4,5,228
44,64,202,2010,9,29,3,83
537,276,599,2011,6,29,3,739
0,18,17,2012,7,22,7,19
0,9,2,2009,9,25,5,12
0,0,2,2013,6,3,1,1
24,1038,696,2006,5,31,3,1760
100,111,809,2009,3,11,3,171
1,3,21,2012,7,2,1,21
0,11,3,2012,10,3,3,5
68,191,1456,2009,4,20,1,311
31,87,414,2012,5,22,2,95
8,25,24,2012,1,4,3,37
4,35,213,2008,10,8,3,84
3,0,1,2013,6,19,3,0
10,0,0,2013,5,7,2,1
49,83,250,2010,2,11,4,211
26,53,2482,2010,1,17,7,139
66,272,951,2009,9,9,3,1062
15,6,0,2012,8,9,4,7
19,0,16,2013,2,17,7,2
5,4,3,2013,3,12,2,10
15,18,125,2012,9,18,2,45
0,5,24,2013,1,3,4,21
60,133,722,2012,4,8,7,596
53,33,83,2010,11,16,2,122
55,443,3333,2007,1,15,1,604
36,18,13,2010,11,8,1,23
31,34,37,2012,6,25,1,109
0,2,10,2012,2,25,6,11
52,135,144,2010,9,17,5,155
0,5,1,2013,6,20,4,1
33,0,14,2013,1,19,6,18
29,723,3148,2009,6,11,4,1216
0,0,0,2013,6,20,4,0
32,15,103,2010,10,23,6,15
19,424,618,2011,1,19,3,526
11,45,948,2012,3,18,7,141
43,147,2281,2010,7,1,4,504
5,1,1,2013,3,28,4,0
0,1,5,2012,5,9,3,3
2,16,3,2012,6,9,6,0
1,0,1,2013,2,22,5,0
0,6,0,2013,5,30,4,0
0,2,68,2011,4,24,7,4
6,131,621,2009,9,19,6,40
16,0,0,2013,4,21,7,0
7,15,12,2008,9,20,6,3
6,86,86,2010,6,13,7,95
50,15,412,2008,12,2,2,34
95,483,1144,2009,10,24,6,602
28,1166,1957,2008,6,3,2,641
22,151,1678,2009,8,19,3,220
33,92,266,2011,10,26,3,196
0,4,384,2011,11,3,4,12
78,4,97,2010,10,29,5,4
33,29,81,2010,11,5,5,37
0,589,8320,2009,4,7,2,875
51,729,1840,2008,6,28,6,402
24,0,3,2012,9,23,7,0
46,18,21,2011,3,17,4,28
0,2,13,2013,4,15,1,4
24,47,56,2008,4,3,4,81
0,1,0,2013,3,9,6,0
0,5,10,2012,4,11,3,12
11,0,3,2013,4,7,7,0
16,2,3,2012,12,31,1,12
137,7,24,2012,6,30,6,25
11,0,2,2012,10,14,7,1
70,112,3237,2011,1,23,7,361
12,4,31,2011,3,19,6,21
11,5,12,2012,1,9,1,18
0,365,3804,2010,1,5,2,454
67,22,918,2011,11,1,2,39
7,0,4,2013,6,10,1,0
128,190,4631,2008,7,8,2,292
113,187,1555,2010,9,4,6,239
138,35,148,2010,2,21,7,11
37,21,157,2011,3,12,6,26
26,0,63,2013,2,12,2,1
46,150,468,2010,11,19,5,611
2,10,3,2013,1,7,1,0
54,66,51,2012,3,23,5,13
63,12,13,2008,10,15,3,16
86,12,22,2009,2,17,2,24
60,256,1594,2008,9,27,6,521
159,93,746,2011,1,30,7,188
229,441,1742,2008,7,3,4,364
22,435,180,2010,12,31,5,4
27,5,54,2008,9,5,5,15
58,15,650,2012,4,16,1,10
0,0,1,2013,1,1,2,0
95,32,3,2013,5,14,2,33
70,28,447,2010,5,26,3,83
4,0,0,2013,5,28,2,0
195,19,110,2011,9,13,2,42
0,5,2,2009,3,29,7,11
0,3,7,2010,2,19,5,4
70,74,183,2007,7,7,6,134
23,1,104,2013,2,6,3,0
8,0,0,2013,5,7,2,0
16,10,29,2011,9,26,1,11
49,124,226,2010,6,25,5,272
56,23,88,2011,11,15,2,152
25,2,13,2012,3,3,6,4
0,6,56,2010,4,21,3,6
119,244,335,2007,8,21,2,343
319,174,577,2009,6,4,4,385
84,73,76,2008,3,21,5,225
16,0,0,2013,5,1,3,0
0,3,1,2013,6,14,5,7
89,229,371,2009,8,3,1,615
123,147,310,2011,1,22,6,405
135,52,195,2012,11,29,4,292
73,22,32,2012,12,16,7,32
226,54,295,2010,11,22,1,130
36,15,164,2011,10,5,3,15
50,116,2504,2011,3,6,7,402
134,116,115,2010,5,7,5,246
143,390,1763,2009,4,8,3,938
71,19,247,2011,11,11,5,103
64,339,328,2007,10,29,1,727
46,22,43,2011,3,25,5,33
52,21,172,2011,1,31,1,73
0,47,339,2008,11,15,6,56
97,31,183,2011,4,13,3,45
160,61,346,2010,12,5,7,348
84,23,64,2009,6,4,4,143
217,116,96,2008,3,26,3,107
61,54,234,2009,9,16,3,67
0,11,5,2008,9,28,7,2
0,1,1,2013,6,13,4,0
19,14,38,2008,8,4,1,21
0,0,0,2012,11,8,4,0
138,84,163,2011,9,5,1,199
60,16,47,2011,6,4,6,82
16,0,2,2013,4,28,7,0
432,64,95,2010,8,13,5,168
153,694,3610,2008,12,2,2,721
46,2,50,2012,11,13,2,6
0,0,5,2012,11,30,5,3
24,32,39,2010,2,23,2,20
200,114,851,2011,12,13,2,298
87,15,81,2011,8,28,7,56
48,8,130,2011,11,30,3,15
47,405,4629,2007,8,6,1,514
59,78,399,2011,2,20,7,145
180,332,1308,2010,9,4,6,386
31,61,180,2008,6,14,6,86
312,224,396,2009,1,26,1,400
80,1,7,2013,5,12,7,4
28,105,334,2009,2,2,1,181
212,141,43,2013,2,6,3,76
0,0,2,2013,3,14,4,0
23,2,33,2009,6,30,2,6
53,7,111,2012,2,16,4,38
105,66,181,2007,8,27,1,68
277,53,359,2011,4,9,6,147
8,9,88,2012,12,21,5,40
33,21,835,2012,7,13,5,50
19,16,27,2013,2,13,3,6
14,12,164,2010,12,10,5,31
58,57,798,2012,9,3,1,78
184,786,4545,2008,10,24,5,2565
0,43,822,2010,8,25,3,105
46,26,130,2011,2,1,2,69
6,4,24,2009,12,8,2,6
82,340,1570,2010,12,1,3,478
74,387,2958,2008,1,18,5,533
24,9,34,2011,5,4,3,16
0,1,1,2013,6,15,6,0
326,86,300,2010,12,2,4,142
40,172,1378,2010,11,9,2,953
11,11,30,2009,3,30,1,5
951,253,379,2011,11,22,2,534
129,10,51,2011,7,8,5,104
10,7,77,2011,9,18,7,9
0,64,186,2012,8,19,7,660
148,284,1804,2011,1,28,5,802
0,0,7,2012,9,27,4,1
60,152,8489,2008,1,24,4,228
36,33,53,2010,9,3,5,34
15,0,5,2013,2,22,5,1
99,59,2740,2007,12,23,7,61
94,30,78,2012,9,19,3,68
0,0,7,2011,10,15,6,0
40,0,85,2011,11,21,1,0
72,31,1265,2009,5,29,5,42
22,211,1755,2011,1,22,6,145
171,159,506,2008,12,30,2,256
69,188,378,2011,12,28,3,1002
81,205,428,2008,5,21,3,122
21,31,372,2010,12,4,6,35
95,0,75,2013,5,12,7,0
161,455,3785,2008,8,9,6,941
5,1,32,2011,11,23,3,1
23,37,140,2011,6,13,1,36
25,3,22,2012,10,29,1,6
0,0,0,2013,6,16,7,0
0,0,0,2013,6,15,6,0
17,12,80,2012,8,5,7,106
0,0,0,2013,6,18,2,0
37,6,339,2011,8,4,4,22
0,145,377,2012,7,9,1,570
23,5,22,2011,3,30,3,8
44,82,452,2012,2,22,3,253
89,5,101,2012,6,14,4,2
44,31,186,2012,1,10,2,47
327,156,537,2010,4,5,1,375
15,40,146,2009,5,17,7,61
30,0,15,2012,12,12,3,2
7,2,15,2012,2,13,1,1
61,35,100,2011,12,23,5,38
72,214,156,2008,4,2,3,112
18,1,12,2013,4,1,1,1
29,73,24,2010,8,24,2,5
8,0,7,2013,3,9,6,0
47,11,6,2008,1,21,1,22
39,7,15,2011,7,28,4,9
61,4,83,2007,12,8,6,4
7,59,319,2011,5,4,3,77
5,76,348,2010,4,22,4,64
0,2,0,2013,6,19,3,0
41,6,17,2011,8,10,3,2
29,128,797,2011,12,26,1,334
10,22,17,2010,4,9,5,4
47,22,154,2011,6,24,5,97
35,7,160,2011,12,19,1,7
21,3,133,2008,10,27,1,13
11,0,0,2013,6,16,7,0
0,0,0,2013,6,19,3,0
12,15,1,2012,8,18,6,2
34,3,92,2009,3,5,4,9
91,103,366,2012,3,4,7,181
46,17,204,2011,3,3,4,50
184,16,68,2011,8,30,2,43
27,26,219,2011,10,27,4,275
9,7,74,2011,8,30,2,18
29,11,23,2012,5,5,6,21
61,19,346,2011,8,22,1,68
33,34,946,2011,10,23,7,37
779,210,613,2011,6,5,7,516
284,12,17,2011,7,11,1,48
16,7,40,2012,12,12,3,19
130,818,1611,2008,6,16,1,1998
45,79,759,2009,6,12,5,269
163,175,854,2012,3,14,3,635
15,38,135,2011,8,13,6,75
354,34,138,2011,8,29,1,78
273,834,2505,2010,8,19,4,1693
38,74,83,2011,11,12,6,56
55,35,131,2011,10,19,3,93
0,0,0,2013,2,21,4,0
45,4,8,2012,3,28,3,9
111,81,2311,2012,3,1,4,234
16,1,19,2012,9,1,6,2
0,9,68,2011,7,13,3,8
16,0,3,2013,6,7,5,0
59,8,85,2011,8,4,4,28
30,3,41,2011,1,4,2,8
6,4,0,2013,4,6,6,0
129,291,3090,2008,11,15,6,737
25,0,7,2013,5,6,1,3
11,0,24,2011,1,25,2,9
26,14,693,2012,3,23,5,33
131,77,1071,2012,12,2,7,219
18,1,1,2013,5,13,1,0
208,321,1618,2008,3,24,1,538
23,1,6,2012,11,20,2,4
45,113,181,2011,10,5,3,209
0,0,2,2013,2,21,4,3
0,8,7,2009,9,28,1,19
27,41,1,2012,10,6,6,15
100,1425,3318,2009,11,28,6,4867
72,476,335,2007,8,11,6,777
8,110,179,2012,5,23,3,393
106,423,1023,2007,10,20,6,981
17,90,365,2011,5,23,1,329
0,51,86,2012,3,21,3,78
123,103,750,2011,7,24,7,91
0,4,6,2008,11,22,6,12
35,11,13,2011,3,23,3,17
151,12,86,2009,5,9,6,82
8,8,81,2013,1,28,1,8
0,0,2,2009,9,27,7,0
30,74,172,2011,5,29,7,250
153,48,422,2009,12,13,7,54
149,222,150,2010,11,11,4,392
136,40,179,2012,5,18,5,229
19,22,21,2008,6,22,7,65
37,0,0,2013,6,13,4,0
0,48,22,2011,5,28,6,97
6,15,14,2010,9,8,3,18
55,102,202,2012,4,13,5,172
160,10,38,2013,4,7,7,36
23,511,1643,2007,3,12,1,612
71,139,338,2012,1,27,5,213
0,28,45,2012,3,20,2,95
51,623,883,2008,5,8,4,897
202,763,1111,2007,5,14,1,1350
89,2016,7240,2008,2,3,7,3822
6,120,146,2008,9,17,3,232
11,773,694,2008,11,17,1,1255
9,32,224,2011,10,21,5,118
28,1074,1531,2008,11,12,3,2009
31,42,105,2009,10,20,2,91
116,321,98,2010,3,6,6,229
16,175,435,2009,6,19,5,332
11,9,0,2010,5,29,6,1
0,12,12,2012,11,24,6,86
80,118,310,2010,4,27,2,372
27,2,5,2012,10,5,5,11
41,100,134,2012,5,30,3,175
18,3,25,2012,12,8,6,9
0,348,146,2010,8,20,5,538
129,39,146,2011,4,19,2,129
5,11,18,2010,2,8,1,19
18,67,124,2012,7,21,6,88
0,0,0,2013,6,19,3,0
47,247,269,2011,8,4,4,659
52,813,1194,2007,9,23,7,562
21,10,41,2010,12,13,1,29
10,19,10,2013,1,20,7,27
15,91,139,2011,12,5,1,158
8,0,2,2013,1,24,4,4
0,0,0,2013,6,19,3,0
72,241,298,2011,10,5,3,391
258,249,1006,2009,10,27,2,382
128,152,169,2008,12,15,1,218
30,3,37,2013,2,13,3,4
187,45,216,2012,8,22,3,87
49,38,19,2011,3,4,5,7
0,11,46,2012,10,21,7,27
10,7,11,2013,1,17,4,23
0,14,27,2011,11,18,5,22
76,236,188,2011,2,3,4,333
12,55,421,2008,5,28,3,41
15,24,58,2013,1,19,6,74
0,614,416,2009,11,14,6,1065
64,918,1407,2008,1,11,5,909
146,585,458,2010,3,14,7,1116
56,203,111,2012,1,6,5,76
229,83,76,2011,3,8,2,185
13,46,136,2010,5,22,6,48
81,19,41,2011,9,27,2,31
70,79,93,2012,3,17,6,220
29,46,51,2011,8,14,7,81
51,221,248,2011,10,18,2,441
11,156,56,2009,5,18,1,272
16,0,0,2013,5,13,1,0
17,9,9,2013,4,4,4,37
213,547,608,2008,4,13,7,617
10,47,53,2009,5,12,2,86
108,6,17,2011,5,31,2,16
102,8,34,2012,10,3,3,30
46,54,30,2011,7,5,2,80
4,0,0,2013,5,26,7,0
73,24,143,2009,11,21,6,147
27,172,173,2009,5,21,4,552
3,0,1,2011,12,22,4,0
9,0,6,2013,4,10,3,0
1,1,2,2012,9,27,4,0
0,1,109,2012,9,13,4,0
15,2,24,2012,3,25,7,2
6,14,11,2012,6,24,7,96
213,49,46,2012,2,6,1,95
21,63,74,2011,7,27,3,103
11,187,233,2012,6,27,3,418
0,4,8,2013,1,11,5,28
2,0,0,2013,6,1,6,0
0,8,4,2012,12,5,3,15
68,79,158,2011,8,17,3,193
12,31,42,2009,1,13,2,14
54,209,489,2007,8,29,3,162
75,838,537,2011,5,11,3,2739
6,5,0,2013,6,1,6,0
22,23,29,2009,6,22,1,62
1,1,0,2011,11,6,7,1
22,4,24,2013,3,20,3,5
12,79,93,2007,11,11,7,95
13,0,2,2013,6,7,5,0
66,204,699,2008,9,15,1,238
83,13,614,2010,5,12,3,31
349,499,1449,2009,10,1,4,1256
92,29,173,2007,3,13,2,31
5,47,58,2010,7,26,1,55
29,456,923,2008,10,4,6,723
233,56,140,2011,3,24,4,175
8,4,7,2013,1,2,3,9
0,1,0,2013,5,2,4,0
19,18,22,2013,1,22,2,25
3,157,156,2008,4,14,1,306
8,11,81,2012,5,24,4,32
27,159,90,2011,3,25,5,113
0,3,1,2013,5,6,1,0
0,0,3,2013,4,4,4,0
11,0,3,2013,5,7,2,2
15,7,14,2012,2,15,3,15
12,171,187,2006,11,9,4,271
0,1,3,2013,5,8,3,1
49,14,28,2010,4,14,3,32
45,48,71,2011,12,1,4,105
46,269,616,2012,1,21,6,619
56,39,71,2012,7,23,1,92
72,1,53,2013,3,23,6,11
23,20,45,2010,11,5,5,42
19,81,674,2011,10,20,4,150
48,63,190,2010,11,14,7,170
61,52,300,2009,10,4,7,48
388,2756,21530,2005,12,28,3,5601
160,13,36,2011,7,11,1,41
285,89,244,2010,10,28,4,481
29,5,27,2011,1,24,1,4
60,3,45,2013,1,28,1,57
5,1,25,2010,1,26,2,7
0,0,4,2013,4,9,2,5
177,158,274,2011,6,28,2,136
116,114,599,2008,10,1,3,149
135,5,637,2013,2,2,6,6
40,63,62,2012,8,19,7,361
56,45,1105,2009,1,7,3,55
49,29,80,2008,7,11,5,120
286,164,3412,2011,2,15,2,540
84,131,3316,2009,12,5,6,267
81,239,634,2011,10,13,4,1028
14,1,15,2012,8,13,1,1
58,33,609,2012,3,2,5,49
57,4,98,2011,12,15,4,22
5,0,0,2013,5,15,3,1
284,747,13783,2008,5,28,3,1972
242,249,3210,2010,10,9,6,718
31,3,140,2012,12,5,3,4
94,1,26,2012,4,5,4,4
17,18,188,2013,5,12,7,23
93,24,220,2010,4,6,2,25
340,1316,15303,2009,11,10,2,2553
143,0,10,2013,5,27,1,2
88,660,8187,2010,1,21,4,1501
97,8,43,2012,10,3,3,10
37,25,148,2011,2,12,6,40
254,63,391,2010,4,22,4,50
92,205,1160,2010,4,18,7,323
182,311,3943,2010,4,15,4,814
352,234,6900,2010,6,27,7,661
262,116,2322,2011,1,13,4,439
56,18,85,2009,9,18,5,36
80,0,38,2013,4,2,2,1
280,234,5811,2009,2,9,1,628
0,0,0,2013,6,9,7,0
72,0,0,2013,6,8,6,0
141,9,171,2010,6,27,7,27
310,1897,18385,2007,2,12,1,3618
306,158,2449,2008,11,12,3,495
123,11,39,2012,3,25,7,34
0,1,16,2012,1,5,4,1
157,18,48,2011,8,8,1,7
605,2236,19493,2008,3,26,3,6105
192,58,896,2011,1,9,7,123
215,22,549,2009,8,11,2,77
39,96,395,2009,8,31,1,169
32,1,4,2013,6,17,1,0
28,11,381,2010,9,30,4,22
131,17,418,2012,1,19,4,52
17,2,7,2013,2,2,6,7
153,103,129,2010,9,7,2,37
441,144,1566,2010,3,21,7,290
169,68,763,2009,10,8,4,128
298,1,75,2013,3,24,7,1
47,10,109,2011,8,9,2,24
101,22,313,2009,12,17,4,37
8,0,5,2010,8,15,7,3
355,138,3995,2009,9,3,4,387
123,192,2109,2011,2,28,1,364
32,2,100,2013,3,16,6,0
111,27,299,2010,6,22,2,77
47,3,35,2011,6,7,2,7
174,79,345,2009,3,3,2,37
12,0,8,2012,3,2,5,3
20,1,46,2013,3,26,2,1
172,14,26,2010,2,2,2,25
142,12,902,2009,9,14,1,61
88,49,1554,2009,12,27,7,119
38,28,158,2009,9,9,3,23
38,7,68,2010,3,20,6,20
152,28,796,2009,12,2,3,63
246,76,209,2009,10,30,5,174
156,332,1298,2008,6,8,7,639
115,108,867,2010,2,15,1,178
0,0,3,2013,2,2,6,0
108,6,197,2012,1,24,2,14
0,0,1,2013,6,21,5,0
10,0,216,2013,6,16,7,0
73,5,307,2012,10,27,6,10
15,91,1018,2008,11,8,6,188
24,13,321,2010,4,19,1,55
40,25,546,2009,11,18,3,24
39,0,7,2010,5,19,3,1
44,2,9,2012,8,1,3,5
225,43,839,2011,6,13,1,206
108,17,156,2009,12,30,3,9
230,47,731,2011,11,2,3,192
129,36,528,2011,12,9,5,63
140,13,227,2012,3,8,4,23
40,28,188,2008,3,19,3,69
0,6,242,2008,12,13,6,18
10,0,3,2013,6,6,4,5
81,9,32,2011,11,5,6,12
37,0,22,2012,7,25,3,0
193,36,945,2011,9,16,5,79
0,15,135,2010,12,29,3,73
49,57,253,2009,7,11,6,167
64,0,14,2012,10,9,2,2
28,0,0,2013,1,1,2,2
150,28,248,2011,4,18,1,50
69,5,27,2012,3,26,1,9
60,11,21,2012,12,17,1,18
536,1726,13472,2007,12,31,1,2868
151,11,563,2012,9,10,1,19
427,116,314,2012,1,15,7,239
25,0,21,2013,6,2,7,0
133,29,159,2011,5,7,6,29
172,19,104,2009,12,18,5,27
282,28,420,2011,12,27,2,107
245,54,241,2009,9,17,4,55
40,0,31,2013,1,29,2,1
0,0,0,2013,6,21,5,0
78,14,91,2011,10,17,1,30
0,17,58,2010,12,11,6,107
207,14,89,2007,12,14,5,21
0,38,987,2010,7,30,5,109
136,78,186,2011,1,9,7,457
80,6,300,2011,11,30,3,17
20,112,251,2008,9,29,1,64
444,638,1414,2011,11,15,2,633
241,2,17,2013,2,5,2,4
102,2,23,2009,6,20,6,11
0,0,0,2013,6,21,5,0
134,290,373,2007,4,1,7,40
80,85,1148,2009,7,15,3,179
341,304,5878,2007,2,1,4,607
10,0,45,2012,7,11,3,0
0,0,9,2011,5,18,3,15
0,3,0,2013,6,18,2,0
32,265,3230,2007,11,13,2,415
91,9,306,2011,5,11,3,43
41,7,64,2011,4,24,7,0
43,6,293,2012,5,2,3,7
20,15,102,2012,8,28,2,9
24,3,28,2012,4,23,1,19
64,71,123,2008,3,13,4,121
117,55,173,2013,2,13,3,383
20,4,18,2012,4,27,5,8
272,616,10912,2009,10,5,1,1332
212,13,493,2010,5,29,6,42
4,0,5,2011,9,11,7,2
197,371,5378,2006,2,21,2,316
60,12,26,2012,8,11,6,0
20,0,0,2013,6,21,5,0
386,194,6257,2008,8,30,6,424
503,24,781,2011,1,1,6,108
24,15,39,2011,5,10,2,23
54,0,112,2013,4,29,1,21
45,0,34,2010,10,19,2,0
17,3,34,2010,11,2,2,5
192,153,1021,2007,9,18,2,113
569,2356,8173,2009,2,2,1,3311
146,137,146,2012,9,1,6,1
79,0,272,2013,2,7,4,1
87,878,12790,2007,12,15,6,2243
87,0,251,2011,12,19,1,1
53,8,15,2012,7,10,2,16
89,92,325,2007,10,19,5,42
392,72,339,2009,9,15,2,131
176,302,3115,2009,7,1,3,515
46,4,32,2013,5,28,2,6
53,4,7,2013,1,22,2,13
209,30,259,2011,9,15,4,64
0,11,44,2011,5,19,4,20
19,4,12,2009,12,7,1,0
52,28,38,2010,7,14,3,26
115,10,1121,2011,9,20,2,41
46,57,128,2009,8,24,1,180
152,16,504,2013,1,1,2,15
98,28,536,2012,9,18,2,16
34,58,74,2012,2,21,2,34
207,431,5742,2009,5,20,3,840
139,15,393,2010,8,7,6,30
